Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,Q_Vw,Q_env_w,Q_w_L,Q_tot,V_L,B_L,BOG,dV_L,Tw_avg,drho_V_avg,T_w_raw_0,T_w_raw_1,T_w_raw_2,T_w_raw_3,T_w_raw_4,T_w_raw_5,T_w_raw_6,T_w_raw_7,T_w_raw_8,T_w_raw_9,T_w_raw_10,T_w_raw_11,T_w_raw_12,T_w_raw_13,T_w_raw_14,T_w_raw_15,T_w_raw_16,T_w_raw_17,T_w_raw_18,T_w_raw_19,T_w_raw_20,T_w_raw_21,T_w_raw_22,T_w_raw_23,T_w_raw_24,T_w_raw_25,T_w_raw_26,T_w_raw_27,T_w_raw_28,T_w_raw_29,T_w_raw_30,T_w_raw_31,T_w_raw_32,T_w_raw_33,T_w_raw_34,T_w_raw_35,T_w_raw_36,T_w_raw_37,T_w_raw_38,T_w_raw_39,T_w_raw_40,T_w_raw_41,T_w_raw_42,T_w_raw_43,T_w_raw_44,T_w_raw_45,T_w_raw_46,T_V_raw_0,T_V_raw_1,T_V_raw_2,T_V_raw_3,T_V_raw_4,T_V_raw_5,T_V_raw_6,T_V_raw_7,T_V_raw_8,T_V_raw_9,T_V_raw_10,T_V_raw_11,T_V_raw_12,T_V_raw_13,T_V_raw_14,T_V_raw_15,T_V_raw_16,T_V_raw_17,T_V_raw_18,T_V_raw_19,T_V_raw_20,T_V_raw_21,T_V_raw_22,T_V_raw_23,T_V_raw_24,T_V_raw_25,T_V_raw_26,T_V_raw_27,T_V_raw_28,T_V_raw_29,T_V_raw_30,Q_b,Q_L_inst,T_BOG
157248,241.243,0.884084,147.2,19824.1,795.22,556.654,-13049,-19824.1,28711.4,83615.4,0.0209623,0.0208991,-3.10767e-05,257.491,8.09357e-09,239.861,240.731,241.601,242.468,243.334,244.198,245.058,245.914,246.766,247.614,248.455,249.29,250.119,250.94,251.752,252.557,253.351,254.135,254.909,255.671,256.42,257.158,257.881,258.591,259.286,259.967,260.632,261.282,261.916,262.534,263.136,263.724,264.295,264.852,265.396,265.926,266.445,266.955,267.456,267.952,268.444,268.936,269.432,269.935,270.45,270.981,271.535,239.834,239.956,240.075,240.192,240.307,240.42,240.53,240.638,240.742,240.845,240.944,241.04,241.133,241.222,241.308,241.39,241.469,241.543,241.613,241.679,241.74,241.796,241.847,241.894,241.934,241.969,241.999,242.022,242.039,242.049,242.052,8183.48,15778.6,242.052
158976,241.24,0.884096,147.294,19651.4,807.159,565.011,-15027,-19651.4,28663.7,83615.4,0.0209275,0.0208724,-3.1021e-05,257.419,6.27025e-09,239.861,240.723,241.585,242.445,243.303,244.159,245.011,245.859,246.703,247.542,248.375,249.202,250.022,250.835,251.638,252.434,253.219,253.996,254.76,255.515,256.256,256.987,257.703,258.408,259.098,259.775,260.437,261.086,261.72,262.341,262.948,263.542,264.123,264.693,265.252,265.802,266.344,266.882,267.415,267.948,268.483,269.025,269.575,270.139,270.722,271.329,271.964,239.834,239.956,240.075,240.192,240.307,240.419,240.529,240.636,240.741,240.843,240.942,241.038,241.13,241.219,241.305,241.387,241.465,241.539,241.609,241.674,241.735,241.792,241.843,241.889,241.929,241.964,241.994,242.017,242.034,242.044,242.047,8300.04,16003.3,242.047
160704,241.238,0.884105,147.564,19470.7,821.685,575.18,-17095.1,-19470.7,28635.7,83615.3,0.020907,0.020861,-3.09892e-05,257.376,4.229e-09,239.86,240.715,241.569,242.421,243.271,244.119,244.963,245.803,246.639,247.47,248.295,249.113,249.925,250.729,251.525,252.313,253.091,253.859,254.617,255.365,256.101,256.825,257.537,258.238,258.925,259.601,260.263,260.914,261.552,262.178,262.793,263.397,263.992,264.578,265.158,265.732,266.302,266.871,267.442,268.017,268.6,269.194,269.803,270.432,271.087,271.772,272.493,239.834,239.956,240.075,240.192,240.307,240.419,240.529,240.636,240.74,240.842,240.941,241.036,241.128,241.217,241.303,241.384,241.462,241.536,241.606,241.671,241.732,241.788,241.839,241.885,241.925,241.96,241.989,242.012,242.029,242.039,242.043,8442.25,16277.5,242.043
162432,241.236,0.884111,148.01,19288.6,838.569,586.998,-19178.8,-19288.6,28631.4,83615.2,0.0209039,0.0208677,-3.09818e-05,257.361,2.00591e-09,239.86,240.707,241.553,242.397,243.239,244.079,244.915,245.747,246.575,247.397,248.214,249.025,249.829,250.626,251.415,252.195,252.966,253.728,254.481,255.223,255.954,256.675,257.385,258.083,258.771,259.447,260.113,260.767,261.412,262.047,262.673,263.292,263.904,264.511,265.114,265.716,266.318,266.924,267.535,268.156,268.79,269.44,270.112,270.81,271.539,272.305,273.113,239.834,239.956,240.076,240.193,240.308,240.42,240.53,240.637,240.741,240.842,240.94,241.036,241.128,241.216,241.302,241.383,241.461,241.534,241.604,241.669,241.729,241.785,241.836,241.882,241.922,241.957,241.986,242.009,242.026,242.036,242.039,8607.86,16596.9,242.039
164160,241.236,0.884112,148.628,19107.9,857.542,600.28,-21260.3,-19107.9,28651.1,83615.2,0.0209183,0.0208925,-3.09986e-05,257.374,-3.61213e-10,239.86,240.699,241.536,242.373,243.207,244.039,244.867,245.691,246.511,247.327,248.136,248.94,249.736,250.526,251.308,252.083,252.848,253.605,254.353,255.092,255.82,256.539,257.248,257.947,258.636,259.317,259.987,260.649,261.303,261.951,262.591,263.228,263.86,264.491,265.121,265.755,266.392,267.038,267.694,268.364,269.052,269.762,270.498,271.266,272.071,272.918,273.814,239.834,239.957,240.077,240.194,240.309,240.421,240.531,240.638,240.742,240.843,240.941,241.036,241.128,241.217,241.302,241.383,241.46,241.534,241.603,241.668,241.728,241.784,241.835,241.88,241.921,241.955,241.984,242.007,242.024,242.034,242.037,8794.28,16956.3,242.037
165888,241.237,0.884109,149.412,18930,878.305,614.814,-23304.5,-18930,28692.8,83615.1,0.0209487,0.0209337,-3.1039e-05,257.415,-2.832e-09,239.86,240.691,241.521,242.349,243.176,243.999,244.82,245.637,246.45,247.258,248.06,248.857,249.648,250.431,251.208,251.977,252.739,253.492,254.237,254.972,255.7,256.419,257.129,257.831,258.525,259.21,259.889,260.561,261.228,261.89,262.548,263.205,263.861,264.518,265.18,265.847,266.524,267.212,267.915,268.636,269.381,270.152,270.954,271.793,272.674,273.603,274.584,239.834,239.957,240.078,240.195,240.311,240.423,240.533,240.64,240.744,240.845,240.943,241.038,241.13,241.218,241.303,241.384,241.461,241.534,241.603,241.668,241.728,241.784,241.834,241.88,241.92,241.955,241.983,242.006,242.023,242.033,242.036,8998.56,17350.1,242.036
167616,241.238,0.884102,150.355,18755.4,900.53,630.371,-25282.5,-18755.4,28753.6,83615.1,0.0209931,0.0209893,-3.11024e-05,257.485,-5.36375e-09,239.859,240.683,241.505,242.326,243.145,243.962,244.775,245.585,246.391,247.192,247.989,248.779,249.565,250.343,251.115,251.88,252.638,253.389,254.132,254.868,255.596,256.317,257.03,257.737,258.437,259.131,259.82,260.505,261.186,261.866,262.544,263.224,263.907,264.594,265.289,265.993,266.71,267.443,268.195,268.97,269.772,270.605,271.474,272.383,273.34,274.347,275.413,239.834,239.958,240.079,240.197,240.313,240.425,240.535,240.642,240.747,240.848,240.946,241.041,241.132,241.22,241.305,241.386,241.463,241.536,241.605,241.67,241.73,241.785,241.835,241.881,241.921,241.955,241.984,242.007,242.024,242.034,242.037,9217.47,17772.2,242.037
169344,241.241,0.884091,151.444,18592.9,923.865,646.705,-27160.3,-18592.9,28838.6,83615,0.0210551,0.0210625,-3.11877e-05,257.58,-7.9131e-09,239.859,240.675,241.491,242.304,243.116,243.926,244.733,245.536,246.336,247.131,247.922,248.708,249.488,250.262,251.031,251.793,252.55,253.299,254.042,254.779,255.509,256.233,256.952,257.665,258.374,259.079,259.781,260.48,261.179,261.878,262.58,263.285,263.996,264.716,265.446,266.189,266.949,267.727,268.53,269.358,270.218,271.113,272.048,273.027,274.056,275.141,276.286,239.834,239.959,240.081,240.199,240.315,240.428,240.539,240.646,240.75,240.851,240.95,241.044,241.136,241.224,241.309,241.389,241.466,241.539,241.608,241.672,241.732,241.788,241.838,241.883,241.923,241.958,241.986,242.009,242.026,242.036,242.039,9447.56,18215.9,242.039
171072,241.245,0.884075,152.663,18435.5,947.94,663.558,-28912.3,-18435.5,28936.9,83615,0.021127,0.0211453,-3.12934e-05,257.7,-1.04368e-08,239.859,240.668,241.477,242.284,243.09,243.893,244.694,245.491,246.285,247.075,247.861,248.643,249.419,250.191,250.957,251.718,252.473,253.223,253.968,254.707,255.442,256.171,256.897,257.619,258.338,259.055,259.772,260.488,261.207,261.928,262.654,263.387,264.129,264.881,265.648,266.432,267.235,268.061,268.914,269.796,270.714,271.669,272.668,273.714,274.813,275.97,277.19,239.834,239.96,240.082,240.202,240.318,240.432,240.543,240.65,240.755,240.856,240.954,241.049,241.141,241.229,241.313,241.394,241.471,241.544,241.612,241.677,241.737,241.792,241.842,241.887,241.927,241.961,241.99,242.013,242.029,242.039,242.043,9685.22,18674.1,242.043
172800,241.25,0.884055,153.999,18294.3,972.377,680.664,-30507.5,-18294.3,29055.6,83614.9,0.0212136,0.0212427,-3.14175e-05,257.843,-1.2892e-08,239.859,240.662,241.464,242.266,243.065,243.863,244.658,245.45,246.24,247.026,247.808,248.586,249.36,250.129,250.894,251.655,252.411,253.162,253.91,254.653,255.393,256.13,256.865,257.597,258.329,259.06,259.793,260.529,261.268,262.013,262.766,263.527,264.301,265.089,265.894,266.718,267.565,268.438,269.341,270.277,271.25,272.264,273.324,274.434,275.599,276.823,278.111,239.834,239.961,240.084,240.205,240.322,240.436,240.547,240.655,240.76,240.862,240.96,241.055,241.147,241.235,241.319,241.4,241.477,241.55,241.618,241.682,241.742,241.797,241.847,241.892,241.932,241.966,241.995,242.018,242.034,242.044,242.048,9926.68,19139.7,242.048
174528,241.256,0.88403,155.432,18168.7,996.787,697.751,-31921.5,-18168.7,29190,83614.9,0.0213118,0.021351,-3.15581e-05,258.007,-1.52362e-08,239.859,240.656,241.453,242.249,243.044,243.836,244.627,245.415,246.2,246.983,247.762,248.538,249.31,250.078,250.844,251.605,252.363,253.118,253.87,254.619,255.366,256.111,256.856,257.6,258.346,259.094,259.845,260.6,261.363,262.132,262.913,263.705,264.511,265.335,266.178,267.043,267.934,268.853,269.805,270.792,271.819,272.888,274.006,275.175,276.4,277.685,279.034,239.834,239.962,240.086,240.208,240.326,240.44,240.552,240.661,240.766,240.868,240.966,241.062,241.153,241.242,241.326,241.407,241.484,241.557,241.625,241.689,241.749,241.804,241.854,241.899,241.939,241.973,242.002,242.024,242.041,242.051,242.054,10168.1,19605.2,242.054
176256,241.262,0.884002,156.942,18059.3,1020.79,714.55,-33133.3,-18059.3,29336.6,83614.8,0.0214188,0.0214676,-3.17129e-05,258.189,-1.74293e-08,239.859,240.651,241.444,242.235,243.025,243.813,244.6,245.385,246.167,246.947,247.724,248.499,249.271,250.04,250.806,251.569,252.331,253.09,253.847,254.603,255.359,256.114,256.871,257.629,258.39,259.155,259.925,260.703,261.488,262.285,263.093,263.916,264.756,265.615,266.496,267.401,268.335,269.299,270.297,271.333,272.41,273.532,274.703,275.925,277.204,278.542,279.944,239.834,239.963,240.089,240.211,240.33,240.445,240.558,240.667,240.772,240.875,240.974,241.069,241.161,241.25,241.334,241.415,241.492,241.565,241.633,241.698,241.757,241.812,241.862,241.907,241.947,241.981,242.01,242.032,242.049,242.059,242.062,10405.8,20063.4,242.062
177984,241.27,0.88397,158.508,17970.1,1043.99,730.796,-34121.6,-17970.1,29495.3,83614.8,0.0215346,0.0215921,-3.18793e-05,258.385,-1.94336e-08,239.858,240.647,241.436,242.223,243.01,243.795,244.579,245.361,246.141,246.92,247.696,248.47,249.242,250.013,250.781,251.548,252.314,253.079,253.843,254.608,255.373,256.14,256.909,257.682,258.46,259.243,260.034,260.834,261.644,262.467,263.304,264.158,265.03,265.925,266.842,267.787,268.762,269.769,270.811,271.893,273.016,274.186,275.403,276.673,277.999,279.383,280.828,239.834,239.964,240.091,240.214,240.334,240.45,240.563,240.673,240.779,240.882,240.982,241.078,241.17,241.258,241.343,241.424,241.501,241.574,241.643,241.707,241.767,241.822,241.872,241.917,241.956,241.991,242.019,242.042,242.058,242.068,242.071,10635.9,20507.1,242.071
179712,241.279,0.883935,160.108,17899.2,1066.05,746.232,-34873.9,-17899.2,29660.4,83614.7,0.0216551,0.0217203,-3.20545e-05,258.594,-2.12144e-08,239.858,240.644,241.43,242.214,242.998,243.781,244.563,245.343,246.122,246.9,247.677,248.452,249.226,249.999,250.77,251.542,252.313,253.085,253.857,254.632,255.407,256.187,256.97,257.759,258.554,259.357,260.168,260.991,261.826,262.676,263.541,264.426,265.331,266.259,267.213,268.195,269.208,270.255,271.338,272.462,273.627,274.838,276.097,277.407,278.771,280.192,281.671,239.834,239.966,240.094,240.218,240.339,240.456,240.57,240.68,240.787,240.89,240.99,241.086,241.179,241.268,241.353,241.434,241.511,241.584,241.653,241.717,241.777,241.832,241.882,241.927,241.967,242.001,242.03,242.052,242.069,242.079,242.082,10854.8,20929.2,242.082
181440,241.288,0.883897,161.718,17849,1086.59,760.614,-35377.6,-17849,29830.4,83614.6,0.0217793,0.021851,-3.22358e-05,258.811,-2.27403e-08,239.858,240.642,241.425,242.208,242.99,243.772,244.552,245.332,246.111,246.89,247.667,248.444,249.221,249.997,250.774,251.551,252.329,253.108,253.89,254.674,255.462,256.255,257.053,257.858,258.671,259.494,260.327,261.173,262.032,262.909,263.802,264.717,265.653,266.614,267.601,268.618,269.667,270.75,271.87,273.03,274.232,275.479,276.772,278.115,279.51,280.958,282.461,239.834,239.967,240.096,240.221,240.343,240.461,240.576,240.687,240.795,240.899,240.999,241.096,241.189,241.278,241.364,241.445,241.522,241.596,241.664,241.729,241.789,241.844,241.894,241.939,241.979,242.013,242.042,242.064,242.081,242.091,242.094,11059.1,21323,242.094
183168,241.298,0.883856,163.315,17820.5,1105.31,773.714,-35613.5,-17820.5,30003.1,83614.6,0.0219053,0.0219824,-3.24202e-05,259.033,-2.39846e-08,239.858,240.641,241.423,242.205,242.986,243.767,244.548,245.328,246.108,246.888,247.668,248.448,249.228,250.009,250.791,251.574,252.36,253.148,253.939,254.736,255.536,256.343,257.156,257.979,258.81,259.652,260.507,261.376,262.259,263.161,264.082,265.025,265.99,266.982,268.001,269.05,270.131,271.247,272.399,273.59,274.823,276.098,277.419,278.786,280.202,281.668,283.183,239.834,239.968,240.099,240.225,240.348,240.467,240.583,240.695,240.803,240.908,241.009,241.106,241.199,241.289,241.375,241.456,241.534,241.607,241.677,241.741,241.801,241.856,241.907,241.952,241.991,242.026,242.054,242.077,242.093,242.104,242.107,11245.5,21682.5,242.107
184896,241.308,0.883814,164.876,17815.4,1121.89,785.326,-35596.2,-17815.4,30176.7,83614.5,0.0220321,0.0221132,-3.26047e-05,259.257,-2.49251e-08,239.858,240.641,241.423,242.205,242.986,243.768,244.549,245.331,246.113,246.895,247.678,248.462,249.246,250.033,250.821,251.612,252.406,253.204,254.006,254.814,255.628,256.449,257.278,258.118,258.967,259.829,260.705,261.596,262.504,263.43,264.377,265.346,266.339,267.358,268.405,269.483,270.592,271.736,272.915,274.132,275.389,276.687,278.027,279.41,280.838,282.311,283.828,239.834,239.97,240.101,240.229,240.353,240.473,240.589,240.702,240.811,240.917,241.018,241.116,241.21,241.3,241.386,241.468,241.546,241.62,241.689,241.754,241.814,241.87,241.92,241.965,242.005,242.039,242.068,242.091,242.107,242.117,242.121,11411.1,22001.8,242.121
186624,241.319,0.88377,166.379,17832.5,1136.09,795.265,-35318.4,-17832.5,30347.4,83614.5,0.0221568,0.0222404,-3.27863e-05,259.479,-2.55444e-08,239.858,240.641,241.424,242.207,242.99,243.773,244.557,245.34,246.125,246.911,247.697,248.486,249.276,250.069,250.864,251.664,252.467,253.275,254.088,254.908,255.736,256.572,257.417,258.273,259.141,260.022,260.918,261.831,262.761,263.711,264.681,265.675,266.692,267.737,268.809,269.911,271.044,272.211,273.411,274.648,275.922,277.234,278.586,279.976,281.407,282.876,284.385,239.834,239.971,240.103,240.232,240.357,240.478,240.596,240.709,240.819,240.926,241.028,241.126,241.221,241.312,241.398,241.481,241.559,241.633,241.702,241.768,241.828,241.883,241.934,241.979,242.019,242.054,242.083,242.105,242.122,242.132,242.135,11553.3,22276,242.135
188352,241.329,0.883726,167.804,17871.6,1147.68,803.376,-34783,-17871.6,30512.7,83614.4,0.0222774,0.0223622,-3.29621e-05,259.695,-2.58305e-08,239.858,240.643,241.428,242.213,242.998,243.783,244.569,245.357,246.145,246.935,247.726,248.52,249.317,250.117,250.92,251.728,252.54,253.36,254.184,255.018,255.858,256.709,257.57,258.443,259.328,260.229,261.144,262.077,263.027,263.998,264.99,266.006,267.045,268.111,269.204,270.327,271.479,272.663,273.88,275.13,276.414,277.733,279.087,280.476,281.899,283.356,284.845,239.834,239.972,240.106,240.236,240.362,240.484,240.602,240.717,240.828,240.934,241.037,241.137,241.232,241.323,241.41,241.493,241.572,241.646,241.716,241.781,241.842,241.898,241.948,241.994,242.034,242.069,242.098,242.12,242.137,242.147,242.151,11669.9,22500.7,242.151
190080,241.34,0.883681,169.128,17931.5,1156.47,809.528,-34001.8,-17931.5,30669.1,83614.4,0.0223916,0.022476,-3.31292e-05,259.903,-2.57769e-08,239.858,240.646,241.433,242.221,243.009,243.798,244.588,245.379,246.172,246.967,247.764,248.564,249.367,250.175,250.987,251.804,252.627,253.457,254.293,255.139,255.994,256.859,257.735,258.624,259.526,260.444,261.377,262.329,263.298,264.289,265.3,266.334,267.392,268.476,269.586,270.724,271.89,273.087,274.312,275.569,276.857,278.175,279.523,280.902,282.309,283.743,285.202,239.834,239.973,240.108,240.239,240.366,240.489,240.608,240.724,240.836,240.943,241.047,241.147,241.243,241.334,241.422,241.505,241.585,241.659,241.73,241.795,241.856,241.912,241.963,242.009,242.049,242.084,242.113,242.136,242.153,242.163,242.166,11758.9,22672.4,242.166
191808,241.351,0.883637,170.334,18010.7,1162.32,813.626,-32986.9,-18010.7,30813.7,83614.3,0.0224972,0.0225797,-3.32849e-05,260.098,-2.53824e-08,239.858,240.649,241.441,242.232,243.024,243.817,244.611,245.407,246.205,247.006,247.81,248.617,249.428,250.243,251.064,251.891,252.724,253.565,254.414,255.271,256.139,257.018,257.91,258.814,259.732,260.666,261.616,262.583,263.57,264.577,265.604,266.654,267.728,268.825,269.948,271.097,272.272,273.474,274.703,275.959,277.243,278.552,279.888,281.247,282.628,284.029,285.448,239.834,239.974,240.11,240.242,240.37,240.494,240.614,240.731,240.843,240.952,241.056,241.157,241.253,241.346,241.434,241.518,241.597,241.673,241.743,241.809,241.87,241.927,241.978,242.024,242.064,242.099,242.128,242.151,242.168,242.178,242.182,11819.1,22788.4,242.182
193536,241.361,0.883593,171.404,18109.3,1165.15,815.603,-31751.3,-18109.3,30945.7,83614.3,0.0225936,0.0226727,-3.34268e-05,260.278,-2.46516e-08,239.859,240.654,241.449,242.245,243.042,243.84,244.64,245.441,246.245,247.052,247.863,248.677,249.496,250.32,251.15,251.986,252.83,253.682,254.542,255.413,256.293,257.186,258.091,259.009,259.942,260.89,261.855,262.837,263.838,264.858,265.9,266.962,268.046,269.153,270.284,271.438,272.617,273.819,275.045,276.295,277.567,278.86,280.174,281.505,282.852,284.212,285.581,239.834,239.975,240.112,240.245,240.374,240.499,240.62,240.737,240.85,240.96,241.065,241.166,241.263,241.356,241.445,241.53,241.61,241.685,241.757,241.823,241.885,241.941,241.993,242.039,242.08,242.115,242.144,242.167,242.184,242.194,242.198,11849.4,22846.9,242.198
195264,241.371,0.883551,172.326,18224.2,1164.9,815.429,-30318,-18224.2,31061.4,83614.2,0.022678,0.0227524,-3.35525e-05,260.439,-2.35947e-08,239.859,240.659,241.46,242.261,243.063,243.867,244.672,245.48,246.291,247.104,247.922,248.744,249.572,250.404,251.244,252.09,252.944,253.806,254.678,255.56,256.453,257.358,258.275,259.206,260.152,261.113,262.091,263.085,264.098,265.129,266.18,267.251,268.343,269.455,270.589,271.744,272.92,274.117,275.333,276.569,277.823,279.093,280.377,281.673,282.978,284.287,285.599,239.834,239.976,240.113,240.247,240.377,240.503,240.625,240.743,240.857,240.967,241.073,241.175,241.273,241.367,241.456,241.541,241.622,241.698,241.77,241.836,241.898,241.955,242.007,242.053,242.094,242.13,242.159,242.182,242.199,242.21,242.213,11849.4,22846.9,242.213
196992,241.381,0.883512,173.086,18355,1161.58,813.105,-28705.7,-18355,31160.3,83614.1,0.0227502,0.0228185,-3.36599e-05,260.58,-2.22269e-08,239.859,240.665,241.472,242.279,243.087,243.897,244.709,245.523,246.341,247.162,247.987,248.818,249.653,250.495,251.344,252.199,253.064,253.936,254.819,255.712,256.616,257.532,258.461,259.403,260.36,261.332,262.32,263.324,264.346,265.385,266.442,267.518,268.613,269.726,270.858,272.008,273.177,274.362,275.563,276.779,278.008,279.247,280.495,281.748,283.002,284.254,285.5,239.834,239.976,240.115,240.249,240.38,240.507,240.629,240.748,240.863,240.974,241.081,241.183,241.282,241.376,241.466,241.552,241.633,241.71,241.782,241.849,241.911,241.969,242.021,242.068,242.109,242.144,242.174,242.197,242.214,242.225,242.228,11819.1,22788.4,242.228
198720,241.39,0.883475,173.675,18502.7,1155.24,808.668,-26936.9,-18502.7,31244,83614.1,0.0228113,0.0228722,-3.37474e-05,260.698,-2.05682e-08,239.859,240.672,241.485,242.298,243.113,243.929,244.748,245.57,246.395,247.223,248.057,248.895,249.74,250.59,251.448,252.313,253.187,254.069,254.962,255.865,256.779,257.705,258.644,259.596,260.562,261.542,262.539,263.549,264.577,265.62,266.681,267.758,268.852,269.961,271.087,272.227,273.383,274.551,275.731,276.921,278.118,279.321,280.525,281.728,282.926,284.114,285.287,239.834,239.977,240.116,240.251,240.382,240.51,240.633,240.753,240.868,240.98,241.088,241.191,241.29,241.385,241.476,241.562,241.644,241.721,241.793,241.861,241.924,241.982,242.034,242.081,242.123,242.158,242.188,242.212,242.229,242.239,242.243,11758.9,22672.4,242.243
200448,241.398,0.883441,174.085,18654.4,1145.98,802.188,-25053.8,-18654.4,31300.6,83614,0.0228527,0.022905,-3.38135e-05,260.791,-1.86439e-08,239.859,240.679,241.498,242.319,243.141,243.964,244.79,245.619,246.452,247.289,248.13,248.977,249.83,250.689,251.555,252.429,253.312,254.204,255.106,256.017,256.941,257.875,258.822,259.782,260.755,261.742,262.743,263.758,264.789,265.833,266.893,267.967,269.056,270.157,271.272,272.398,273.535,274.681,275.834,276.992,278.153,279.312,280.468,281.615,282.75,283.868,284.963,239.834,239.977,240.117,240.252,240.384,240.512,240.637,240.757,240.873,240.985,241.094,241.198,241.298,241.393,241.484,241.571,241.653,241.731,241.804,241.872,241.935,241.994,242.046,242.094,242.135,242.171,242.201,242.225,242.242,242.253,242.256,11669.9,22500.7,242.256
202176,241.406,0.88341,174.313,18819.1,1133.95,793.766,-23069.6,-18819.1,31340.5,83614,0.0228818,0.0229246,-3.38571e-05,260.857,-1.64829e-08,239.859,240.686,241.513,242.341,243.17,244.001,244.834,245.671,246.511,247.356,248.205,249.06,249.921,250.789,251.663,252.546,253.437,254.337,255.247,256.167,257.097,258.039,258.992,259.958,260.936,261.927,262.931,263.947,264.977,266.02,267.075,268.143,269.222,270.311,271.41,272.517,273.631,274.75,275.871,276.992,278.11,279.221,280.322,281.409,282.477,283.52,284.533,239.834,239.978,240.117,240.253,240.386,240.514,240.639,240.76,240.877,240.99,241.099,241.203,241.304,241.4,241.492,241.579,241.662,241.74,241.814,241.882,241.946,242.004,242.058,242.105,242.147,242.184,242.214,242.238,242.255,242.265,242.269,11553.3,22276,242.269
203904,241.412,0.883384,174.357,18987.3,1119.34,783.535,-21026.4,-18987.3,31356.3,83613.9,0.0228934,0.0229257,-3.38777e-05,260.897,-1.41179e-08,239.86,240.694,241.528,242.363,243.2,244.038,244.88,245.724,246.572,247.424,248.282,249.144,250.013,250.889,251.771,252.661,253.56,254.467,255.384,256.31,257.247,258.194,259.152,260.121,261.102,262.094,263.098,264.113,265.14,266.177,267.224,268.281,269.347,270.42,271.499,272.583,273.67,274.756,275.841,276.92,277.991,279.05,280.093,281.115,282.111,283.076,284.004,239.834,239.978,240.118,240.254,240.387,240.516,240.641,240.762,240.88,240.993,241.103,241.208,241.309,241.406,241.498,241.586,241.67,241.748,241.822,241.891,241.955,242.014,242.068,242.116,242.158,242.194,242.225,242.249,242.266,242.277,242.281,11411.1,22001.8,242.281
205632,241.417,0.883361,174.219,19156.9,1102.36,771.655,-18955.2,-19156.9,31348.2,83613.8,0.0228875,0.0229086,-3.38744e-05,260.908,-1.15858e-08,239.86,240.702,241.543,242.386,243.23,244.077,244.925,245.777,246.633,247.493,248.358,249.228,250.104,250.987,251.876,252.774,253.678,254.592,255.514,256.446,257.386,258.338,259.298,260.269,261.25,262.242,263.242,264.254,265.273,266.302,267.338,268.381,269.43,270.483,271.538,272.595,273.649,274.7,275.744,276.778,277.798,278.801,279.781,280.736,281.658,282.543,283.385,239.834,239.978,240.118,240.254,240.387,240.516,240.642,240.764,240.882,240.996,241.106,241.212,241.313,241.411,241.504,241.592,241.676,241.755,241.83,241.899,241.963,242.023,242.077,242.125,242.167,242.204,242.235,242.259,242.277,242.287,242.291,11245.5,21682.5,242.291
207360,241.422,0.883344,173.902,19330.3,1083.31,758.315,-16881.3,-19330.3,31321.6,83613.8,0.022868,0.0228775,-3.38478e-05,260.891,-8.92415e-09,239.86,240.709,241.559,242.409,243.261,244.115,244.971,245.83,246.693,247.561,248.432,249.31,250.192,251.082,251.977,252.881,253.791,254.71,255.636,256.571,257.515,258.468,259.429,260.4,261.378,262.367,263.362,264.366,265.376,266.393,267.414,268.441,269.469,270.498,271.526,272.552,273.571,274.583,275.582,276.568,277.534,278.478,279.394,280.278,281.125,281.929,282.684,239.834,239.977,240.117,240.254,240.387,240.516,240.642,240.765,240.883,240.997,241.108,241.214,241.316,241.414,241.508,241.596,241.681,241.761,241.835,241.905,241.97,242.03,242.084,242.133,242.176,242.212,242.243,242.268,242.285,242.296,242.3,11059.1,21323,242.3
209088,241.425,0.883331,173.413,19499.4,1062.46,743.723,-14844.4,-19499.4,31271.3,83613.7,0.0228313,0.0228287,-3.37979e-05,260.846,-6.17423e-09,239.861,240.717,241.574,242.432,243.291,244.152,245.015,245.882,246.752,247.626,248.504,249.388,250.277,251.172,252.073,252.982,253.895,254.818,255.747,256.685,257.629,258.583,259.542,260.511,261.484,262.467,263.454,264.449,265.446,266.449,267.452,268.459,269.463,270.466,271.463,272.455,273.436,274.406,275.358,276.292,277.202,278.086,278.936,279.75,280.521,281.244,281.913,239.834,239.977,240.117,240.253,240.386,240.516,240.642,240.764,240.883,240.998,241.109,241.215,241.318,241.416,241.51,241.6,241.684,241.765,241.84,241.91,241.975,242.035,242.09,242.139,242.182,242.219,242.25,242.275,242.293,242.303,242.307,10854.8,20929.2,242.307
210816,241.427,0.883322,172.762,19665,1040.16,728.11,-12866,-19665,31201.7,83613.7,0.0227805,0.0227656,-3.37256e-05,260.773,-3.37788e-09,239.861,240.725,241.589,242.454,243.32,244.188,245.058,245.931,246.808,247.688,248.573,249.462,250.356,251.256,252.162,253.074,253.991,254.916,255.846,256.784,257.728,258.679,259.636,260.599,261.567,262.541,263.518,264.5,265.483,266.468,267.452,268.435,269.413,270.386,271.351,272.306,273.246,274.171,275.075,275.956,276.809,277.631,278.415,279.158,279.855,280.499,281.084,239.834,239.977,240.116,240.252,240.385,240.515,240.641,240.764,240.882,240.997,241.109,241.216,241.319,241.417,241.512,241.601,241.687,241.767,241.843,241.914,241.979,242.04,242.094,242.144,242.187,242.224,242.256,242.28,242.298,242.309,242.313,10635.9,20507.1,242.313
