Time,Tv_avg,rho_V_avg,Q_VL,Q_L,Q_V,Q_Vw,Q_env_w,Q_w_L,Q_tot,V_L,B_L,BOG,dV_L,Tw_avg,drho_V_avg,T_w_raw_0,T_w_raw_1,T_w_raw_2,T_w_raw_3,T_w_raw_4,T_w_raw_5,T_w_raw_6,T_w_raw_7,T_w_raw_8,T_w_raw_9,T_w_raw_10,T_w_raw_11,T_w_raw_12,T_w_raw_13,T_w_raw_14,T_w_raw_15,T_w_raw_16,T_w_raw_17,T_w_raw_18,T_w_raw_19,T_w_raw_20,T_w_raw_21,T_w_raw_22,T_w_raw_23,T_w_raw_24,T_w_raw_25,T_w_raw_26,T_w_raw_27,T_w_raw_28,T_w_raw_29,T_w_raw_30,T_w_raw_31,T_w_raw_32,T_w_raw_33,T_w_raw_34,T_w_raw_35,T_w_raw_36,T_w_raw_37,T_w_raw_38,T_w_raw_39,T_w_raw_40,T_w_raw_41,T_w_raw_42,T_w_raw_43,T_w_raw_44,T_w_raw_45,T_w_raw_46,T_V_raw_0,T_V_raw_1,T_V_raw_2,T_V_raw_3,T_V_raw_4,T_V_raw_5,T_V_raw_6,T_V_raw_7,T_V_raw_8,T_V_raw_9,T_V_raw_10,T_V_raw_11,T_V_raw_12,T_V_raw_13,T_V_raw_14,T_V_raw_15,T_V_raw_16,T_V_raw_17,T_V_raw_18,T_V_raw_19,T_V_raw_20,T_V_raw_21,T_V_raw_22,T_V_raw_23,T_V_raw_24,T_V_raw_25,T_V_raw_26,T_V_raw_27,T_V_raw_28,T_V_raw_29,T_V_raw_30,Q_b,Q_L_inst,T_BOG
1562400,241.368,0.883568,166.018,17810.2,1078.13,754.689,-35022.4,-17810.2,29620.8,83570,0.0216263,0.0216715,-3.20138e-05,258.601,-1.65025e-08,239.858,240.641,241.423,242.204,242.984,243.764,244.543,245.32,246.097,246.872,247.646,248.419,249.191,249.963,250.734,251.504,252.275,253.047,253.819,254.594,255.372,256.153,256.938,257.729,258.527,259.334,260.149,260.977,261.817,262.672,263.544,264.434,265.346,266.282,267.244,268.234,269.255,270.311,271.403,272.535,273.71,274.93,276.198,277.517,278.89,280.319,281.806,239.834,239.972,240.106,240.237,240.364,240.488,240.608,240.725,240.839,240.949,241.055,241.158,241.257,241.352,241.443,241.53,241.613,241.692,241.766,241.835,241.9,241.959,242.013,242.062,242.105,242.142,242.173,242.197,242.215,242.226,242.23,10890,20987.1,242.23
1566000,241.383,0.883502,169.021,17747.7,1118.72,783.104,-35683.4,-17747.7,29988.7,83569.9,0.0218949,0.0219533,-3.24016e-05,259.064,-1.9535e-08,239.858,240.638,241.417,242.196,242.975,243.754,244.532,245.31,246.088,246.866,247.644,248.423,249.203,249.983,250.765,251.549,252.335,253.124,253.918,254.716,255.519,256.329,257.146,257.972,258.808,259.656,260.516,261.391,262.282,263.191,264.12,265.07,266.044,267.044,268.073,269.131,270.222,271.347,272.509,273.709,274.951,276.235,277.564,278.939,280.361,281.832,283.352,239.834,239.974,240.111,240.244,240.373,240.498,240.62,240.739,240.853,240.964,241.072,241.175,241.275,241.37,241.462,241.549,241.632,241.711,241.785,241.855,241.919,241.979,242.033,242.081,242.124,242.161,242.192,242.217,242.235,242.245,242.249,11289,21756.1,242.249
1569600,241.402,0.883427,171.866,17779.6,1149.72,804.806,-35205.4,-17779.6,30351.4,83569.7,0.0221597,0.0222253,-3.27853e-05,259.529,-2.12338e-08,239.858,240.639,241.42,242.202,242.983,243.764,244.546,245.329,246.113,246.898,247.684,248.472,249.263,250.057,250.853,251.654,252.459,253.27,254.086,254.91,255.741,256.581,257.432,258.293,259.168,260.055,260.959,261.878,262.816,263.774,264.753,265.755,266.782,267.835,268.916,270.027,271.169,272.344,273.553,274.797,276.077,277.394,278.75,280.143,281.574,283.043,284.549,239.834,239.977,240.115,240.25,240.382,240.509,240.633,240.752,240.868,240.981,241.089,241.194,241.294,241.39,241.483,241.571,241.654,241.733,241.808,241.877,241.942,242.002,242.056,242.105,242.148,242.185,242.216,242.24,242.258,242.269,242.273,11595.1,22346.1,242.273
1573200,241.42,0.883349,174.355,17906.4,1169.02,818.317,-33641.5,-17906.4,30686.6,83569.6,0.0224044,0.0224708,-3.31389e-05,259.966,-2.14821e-08,239.858,240.645,241.432,242.219,243.007,243.795,244.585,245.376,246.169,246.965,247.763,248.564,249.369,250.179,250.993,251.813,252.639,253.472,254.314,255.164,256.023,256.894,257.776,258.672,259.581,260.505,261.447,262.405,263.383,264.381,265.4,266.443,267.509,268.6,269.717,270.862,272.034,273.235,274.465,275.724,277.012,278.33,279.676,281.049,282.448,283.872,285.317,239.834,239.979,240.12,240.256,240.39,240.519,240.644,240.766,240.883,240.997,241.106,241.212,241.313,241.411,241.504,241.593,241.677,241.757,241.832,241.902,241.967,242.027,242.081,242.13,242.173,242.211,242.242,242.266,242.284,242.295,242.299,11787.6,22717,242.299
1576800,241.439,0.883273,176.322,18112.6,1175.31,822.718,-31079.3,-18112.6,30964.9,83569.5,0.0226076,0.0226683,-3.34382e-05,260.344,-2.02643e-08,239.859,240.655,241.451,242.247,243.045,243.844,244.645,245.448,246.253,247.062,247.875,248.692,249.513,250.341,251.174,252.015,252.862,253.719,254.584,255.46,256.346,257.245,258.156,259.081,260.02,260.975,261.947,262.936,263.944,264.971,266.018,267.086,268.175,269.287,270.421,271.577,272.757,273.958,275.182,276.427,277.693,278.977,280.278,281.595,282.923,284.261,285.604,239.834,239.981,240.123,240.262,240.396,240.527,240.654,240.777,240.896,241.011,241.122,241.229,241.332,241.43,241.524,241.614,241.699,241.779,241.855,241.926,241.991,242.052,242.107,242.156,242.2,242.237,242.268,242.293,242.311,242.322,242.326,11853.2,22843.5,242.326
1580400,241.456,0.883203,177.633,18391.3,1168.15,817.708,-27715.4,-18391.3,31174.2,83569.4,0.0227604,0.0228094,-3.3663e-05,260.637,-1.76668e-08,239.859,240.667,241.476,242.285,243.095,243.907,244.722,245.539,246.359,247.184,248.013,248.846,249.686,250.532,251.385,252.245,253.114,253.992,254.88,255.778,256.688,257.61,258.545,259.493,260.455,261.433,262.426,263.435,264.46,265.503,266.563,267.641,268.736,269.849,270.979,272.126,273.288,274.465,275.656,276.859,278.072,279.292,280.517,281.743,282.966,284.183,285.389,239.834,239.982,240.125,240.265,240.401,240.534,240.662,240.787,240.907,241.024,241.136,241.244,241.348,241.447,241.542,241.633,241.719,241.8,241.877,241.948,242.014,242.075,242.131,242.181,242.225,242.262,242.294,242.319,242.337,242.348,242.352,11787.6,22717,242.352
1584000,241.47,0.883145,178.204,18717.4,1148.04,803.631,-23769.3,-18717.4,31294.4,83569.3,0.0228481,0.0228801,-3.37977e-05,260.825,-1.38708e-08,239.86,240.682,241.505,242.329,243.154,243.982,244.811,245.644,246.48,247.322,248.167,249.018,249.875,250.739,251.61,252.49,253.377,254.274,255.18,256.098,257.025,257.965,258.916,259.88,260.856,261.847,262.849,263.867,264.897,265.942,266.999,268.071,269.153,270.249,271.354,272.469,273.592,274.722,275.855,276.99,278.124,279.253,280.374,281.483,282.575,283.645,284.688,239.834,239.982,240.127,240.268,240.405,240.538,240.668,240.793,240.915,241.032,241.146,241.255,241.36,241.461,241.557,241.649,241.736,241.818,241.895,241.967,242.034,242.096,242.152,242.202,242.247,242.285,242.317,242.342,242.36,242.372,242.375,11595.1,22346.1,242.375
1587600,241.48,0.883103,177.998,19076.4,1116.35,781.447,-19488.6,-19076.4,31324.8,83569.1,0.0228704,0.0228812,-3.38333e-05,260.896,-9.13928e-09,239.86,240.698,241.537,242.377,243.218,244.061,244.907,245.756,246.608,247.465,248.327,249.195,250.068,250.948,251.835,252.73,253.633,254.544,255.465,256.395,257.335,258.285,259.245,260.215,261.197,262.188,263.191,264.203,265.225,266.257,267.297,268.344,269.398,270.457,271.52,272.584,273.648,274.709,275.765,276.811,277.846,278.864,279.861,280.834,281.776,282.682,283.547,239.834,239.982,240.127,240.268,240.406,240.54,240.67,240.796,240.919,241.038,241.152,241.262,241.368,241.47,241.567,241.66,241.748,241.831,241.909,241.982,242.049,242.112,242.168,242.219,242.264,242.303,242.335,242.361,242.379,242.39,242.394,11289,21756.1,242.394
1591200,241.486,0.88308,177.032,19437.8,1075.24,752.666,-15196,-19437.8,31257.4,83569,0.0228212,0.0228083,-3.37673e-05,260.845,-3.79749e-09,239.86,240.715,241.569,242.425,243.281,244.14,245.001,245.866,246.734,247.606,248.482,249.364,250.251,251.145,252.044,252.951,253.865,254.786,255.714,256.651,257.595,258.548,259.508,260.477,261.452,262.436,263.425,264.421,265.421,266.427,267.434,268.445,269.454,270.462,271.466,272.464,273.452,274.43,275.391,276.335,277.255,278.15,279.012,279.839,280.624,281.361,282.046,239.834,239.982,240.126,240.267,240.404,240.539,240.669,240.796,240.919,241.039,241.154,241.265,241.372,241.474,241.572,241.666,241.754,241.838,241.917,241.991,242.059,242.122,242.179,242.231,242.276,242.315,242.348,242.373,242.392,242.404,242.407,10890,20987.1,242.407
1594800,241.487,0.883076,175.374,19779,1027.5,719.253,-11163.9,-19779,31098.9,83568.9,0.0227054,0.0226678,-3.36043e-05,260.674,1.78961e-09,239.861,240.73,241.6,242.47,243.341,244.214,245.09,245.967,246.849,247.733,248.623,249.515,250.413,251.316,252.224,253.137,254.057,254.981,255.912,256.848,257.79,258.737,259.69,260.646,261.607,262.571,263.538,264.505,265.473,266.44,267.404,268.364,269.317,270.261,271.195,272.115,273.018,273.901,274.761,275.593,276.394,277.16,277.885,278.566,279.196,279.771,280.285,239.834,239.98,240.123,240.264,240.401,240.535,240.665,240.792,240.916,241.035,241.151,241.263,241.37,241.473,241.572,241.666,241.755,241.84,241.919,241.993,242.062,242.126,242.184,242.236,242.281,242.321,242.354,242.38,242.399,242.41,242.414,10425.3,20091.7,242.414
1598400,241.483,0.883092,173.135,20072.8,976.406,683.484,-7680.96,-20072.8,30856.1,83568.8,0.0225282,0.0224665,-3.33552e-05,260.397,7.24259e-09,239.861,240.743,241.626,242.509,243.392,244.278,245.165,246.054,246.945,247.84,248.737,249.638,250.542,251.45,252.361,253.276,254.195,255.118,256.044,256.973,257.905,258.839,259.775,260.712,261.649,262.585,263.519,264.45,265.376,266.296,267.207,268.108,268.997,269.87,270.726,271.562,272.374,273.16,273.915,274.637,275.32,275.962,276.557,277.102,277.591,278.021,278.386,239.834,239.979,240.12,240.259,240.396,240.529,240.659,240.785,240.909,241.028,241.144,241.256,241.363,241.467,241.566,241.66,241.75,241.835,241.915,241.99,242.059,242.123,242.181,242.234,242.28,242.32,242.353,242.379,242.398,242.41,242.414,9926.68,19130.7,242.414
1602000,241.474,0.883128,170.466,20308.5,925.427,647.799,-4976.04,-20308.5,30554.8,83568.7,0.0223082,0.0222247,-3.30373e-05,260.032,1.21934e-08,239.862,240.754,241.646,242.539,243.432,244.326,245.222,246.118,247.017,247.917,248.819,249.723,250.629,251.536,252.447,253.358,254.271,255.186,256.101,257.017,257.932,258.847,259.76,260.669,261.576,262.477,263.372,264.259,265.137,266.004,266.857,267.694,268.515,269.314,270.092,270.843,271.566,272.257,272.913,273.531,274.107,274.637,275.118,275.546,275.918,276.23,276.477,239.834,239.976,240.116,240.254,240.389,240.521,240.65,240.776,240.898,241.017,241.133,241.244,241.352,241.455,241.555,241.649,241.739,241.825,241.905,241.98,242.05,242.114,242.173,242.225,242.272,242.312,242.345,242.372,242.391,242.403,242.406,9428.05,18169.7,242.406
1605600,241.462,0.88318,167.546,20457.3,878.042,614.629,-3235.76,-20457.3,30202.9,83568.5,0.0220512,0.0219497,-3.2672e-05,259.603,1.63087e-08,239.862,240.761,241.66,242.559,243.457,244.357,245.257,246.157,247.058,247.96,248.862,249.765,250.668,251.571,252.474,253.378,254.28,255.181,256.08,256.977,257.87,258.76,259.644,260.522,261.392,262.255,263.106,263.947,264.772,265.584,266.377,267.152,267.904,268.632,269.334,270.007,270.647,271.253,271.822,272.351,272.836,273.276,273.666,274.006,274.291,274.52,274.689,239.834,239.974,240.112,240.247,240.381,240.511,240.639,240.764,240.886,241.004,241.119,241.23,241.337,241.44,241.539,241.634,241.724,241.809,241.89,241.965,242.035,242.1,242.158,242.211,242.258,242.298,242.331,242.358,242.377,242.389,242.393,8963.4,17274.3,242.393
1609200,241.446,0.883245,164.57,20521.8,837.483,586.238,-2582.93,-20521.8,29837,83568.4,0.0217841,0.0216696,-3.22842e-05,259.14,1.93124e-08,239.862,240.764,241.665,242.566,243.467,244.367,245.268,246.167,247.067,247.966,248.864,249.761,250.657,251.551,252.443,253.333,254.22,255.103,255.982,256.855,257.723,258.583,259.436,260.279,261.112,261.932,262.74,263.532,264.308,265.065,265.801,266.516,267.206,267.87,268.505,269.109,269.681,270.218,270.717,271.177,271.596,271.971,272.301,272.585,272.82,273.007,273.144,239.834,239.972,240.107,240.241,240.372,240.501,240.627,240.751,240.871,240.989,241.103,241.213,241.32,241.422,241.521,241.615,241.705,241.79,241.87,241.946,242.016,242.08,242.139,242.192,242.238,242.278,242.312,242.339,242.358,242.37,242.374,8564.4,16505.3,242.374
1612800,241.428,0.883319,161.739,20487.7,806.516,564.561,-3049.24,-20487.7,29472.2,83568.3,0.0215178,0.021396,-3.19004e-05,258.674,2.10026e-08,239.862,240.762,241.662,242.561,243.459,244.357,245.253,246.149,247.042,247.934,248.824,249.712,250.596,251.478,252.355,253.228,254.096,254.958,255.813,256.661,257.5,258.331,259.15,259.958,260.752,261.533,262.297,263.045,263.773,264.482,265.168,265.831,266.468,267.079,267.661,268.213,268.733,269.221,269.673,270.09,270.469,270.811,271.115,271.38,271.607,271.795,271.946,239.834,239.969,240.103,240.234,240.364,240.491,240.615,240.737,240.856,240.972,241.085,241.195,241.3,241.402,241.5,241.594,241.684,241.768,241.848,241.923,241.993,242.057,242.116,242.169,242.215,242.255,242.289,242.315,242.334,242.346,242.35,8258.24,15915.3,242.35
1616400,241.409,0.883397,159.247,20364.4,787.254,551.078,-4622.89,-20364.4,29140.5,83568.2,0.0212756,0.021153,-3.15468e-05,258.237,2.12651e-08,239.862,240.756,241.65,242.543,243.435,244.326,245.215,246.102,246.986,247.867,248.746,249.62,250.49,251.355,252.215,253.069,253.916,254.755,255.586,256.407,257.218,258.018,258.806,259.579,260.339,261.083,261.809,262.517,263.207,263.874,264.521,265.143,265.742,266.314,266.86,267.379,267.869,268.33,268.761,269.162,269.534,269.876,270.189,270.474,270.733,270.967,271.178,239.834,239.967,240.099,240.228,240.356,240.481,240.604,240.724,240.842,240.957,241.068,241.176,241.281,241.382,241.479,241.572,241.661,241.745,241.825,241.899,241.969,242.033,242.091,242.143,242.19,242.23,242.263,242.289,242.309,242.32,242.324,8065.77,15544.4,242.324
1620000,241.391,0.883472,157.261,20156.9,781.012,546.709,-7172.79,-20156.9,28861,83568.1,0.0210715,0.0209544,-3.12474e-05,257.86,2.00807e-08,239.861,240.747,241.631,242.515,243.397,244.277,245.155,246.03,246.902,247.77,248.633,249.493,250.346,251.193,252.034,252.867,253.692,254.509,255.315,256.111,256.895,257.667,258.426,259.171,259.9,260.613,261.309,261.987,262.646,263.285,263.903,264.5,265.075,265.627,266.157,266.663,267.146,267.606,268.043,268.459,268.854,269.229,269.586,269.929,270.258,270.578,270.891,239.834,239.966,240.095,240.223,240.349,240.473,240.594,240.713,240.829,240.942,241.052,241.159,241.263,241.363,241.459,241.551,241.639,241.723,241.801,241.875,241.944,242.008,242.066,242.118,242.164,242.203,242.237,242.263,242.282,242.293,242.297,8000.13,15417.9,242.297
1623600,241.374,0.883541,155.922,19878.4,788.218,551.753,-10551.1,-19878.4,28651.8,83568,0.0209188,0.0208133,-3.10226e-05,257.567,1.75266e-08,239.861,240.734,241.606,242.477,243.347,244.214,245.078,245.939,246.796,247.648,248.496,249.337,250.173,251.002,251.824,252.636,253.441,254.235,255.02,255.792,256.554,257.302,258.038,258.758,259.465,260.155,260.83,261.488,262.129,262.752,263.358,263.945,264.514,265.065,265.599,266.115,266.615,267.099,267.569,268.027,268.474,268.914,269.348,269.78,270.215,270.655,271.107,239.834,239.964,240.093,240.219,240.344,240.466,240.586,240.703,240.818,240.93,241.039,241.145,241.247,241.346,241.441,241.532,241.619,241.702,241.78,241.853,241.921,241.984,242.042,242.093,242.139,242.178,242.211,242.237,242.256,242.268,242.272,8065.77,15544.4,242.272
1627200,241.36,0.883599,155.322,19549,808.383,565.868,-14500.3,-19549,28528.4,83567.9,0.0208287,0.02074,-3.08879e-05,257.379,1.37729e-08,239.861,240.719,241.577,242.433,243.288,244.14,244.988,245.834,246.674,247.511,248.341,249.166,249.984,250.795,251.598,252.393,253.178,253.954,254.719,255.474,256.216,256.948,257.666,258.371,259.063,259.742,260.406,261.056,261.692,262.314,262.921,263.516,264.097,264.666,265.223,265.771,266.31,266.843,267.37,267.896,268.422,268.952,269.49,270.04,270.606,271.194,271.808,239.834,239.964,240.091,240.217,240.34,240.462,240.58,240.697,240.81,240.921,241.029,241.133,241.235,241.333,241.427,241.517,241.603,241.685,241.762,241.834,241.902,241.964,242.021,242.072,242.117,242.156,242.189,242.215,242.233,242.245,242.249,8258.24,15915.3,242.249
1630800,241.35,0.88364,155.508,19192.5,840.135,588.094,-18779.5,-19192.5,28500.5,83567.7,0.0208083,0.0207406,-3.08522e-05,257.308,9.07077e-09,239.86,240.703,241.545,242.386,243.224,244.06,244.893,245.722,246.547,247.367,248.181,248.99,249.791,250.586,251.373,252.152,252.922,253.683,254.434,255.176,255.907,256.628,257.337,258.036,258.723,259.4,260.065,260.72,261.364,261.999,262.624,263.242,263.852,264.457,265.057,265.656,266.254,266.855,267.461,268.075,268.7,269.342,270.003,270.689,271.405,272.156,272.949,239.834,239.964,240.091,240.217,240.339,240.46,240.578,240.693,240.806,240.916,241.023,241.126,241.227,241.323,241.417,241.506,241.591,241.672,241.748,241.82,241.887,241.948,242.005,242.055,242.1,242.139,242.171,242.196,242.215,242.226,242.23,8564.4,16505.3,242.23
1634400,241.344,0.883664,156.468,18830.6,881.312,616.918,-23068,-18830.6,28567.3,83567.6,0.0208571,0.0208131,-3.09182e-05,257.359,3.73803e-09,239.86,240.687,241.513,242.338,243.16,243.981,244.798,245.612,246.421,247.226,248.026,248.82,249.608,250.389,251.164,251.931,252.69,253.442,254.185,254.92,255.646,256.364,257.073,257.774,258.467,259.152,259.83,260.502,261.168,261.829,262.486,263.142,263.796,264.452,265.112,265.777,266.45,267.135,267.834,268.551,269.291,270.056,270.852,271.684,272.558,273.478,274.45,239.834,239.965,240.092,240.218,240.341,240.461,240.579,240.694,240.806,240.915,241.021,241.124,241.223,241.319,241.412,241.5,241.584,241.665,241.74,241.811,241.877,241.938,241.994,242.044,242.088,242.127,242.158,242.184,242.202,242.213,242.217,8963.4,17274.3,242.217
1638000,241.344,0.883667,158.138,18490.4,929.11,650.377,-27099.2,-18490.4,28727,83567.5,0.0209737,0.0209545,-3.10812e-05,257.529,-1.86292e-09,239.859,240.671,241.483,242.293,243.101,243.907,244.71,245.51,246.306,247.098,247.886,248.669,249.446,250.218,250.984,251.745,252.498,253.246,253.987,254.723,255.451,256.175,256.892,257.605,258.313,259.017,259.718,260.418,261.116,261.816,262.517,263.222,263.933,264.653,265.382,266.125,266.885,267.663,268.465,269.293,270.152,271.046,271.979,272.957,273.985,275.067,276.21,239.834,239.966,240.095,240.221,240.344,240.465,240.583,240.697,240.809,240.918,241.024,241.126,241.225,241.321,241.412,241.5,241.584,241.663,241.738,241.809,241.874,241.935,241.99,242.039,242.083,242.121,242.152,242.177,242.196,242.207,242.21,9428.05,18169.7,242.21
1641600,241.348,0.88365,160.405,18195.2,980.273,686.191,-30579.7,-18195.2,28968.4,83567.4,0.02115,0.021155,-3.13303e-05,257.806,-7.34902e-09,239.859,240.658,241.456,242.254,243.05,243.843,244.635,245.424,246.21,246.992,247.771,248.546,249.318,250.084,250.847,251.605,252.36,253.109,253.856,254.598,255.337,256.073,256.807,257.539,258.271,259.003,259.737,260.473,261.214,261.96,262.714,263.478,264.254,265.044,265.851,266.678,267.528,268.404,269.31,270.249,271.226,272.244,273.308,274.421,275.59,276.818,278.11,239.834,239.968,240.098,240.225,240.35,240.471,240.589,240.704,240.817,240.925,241.031,241.133,241.232,241.327,241.418,241.506,241.589,241.668,241.742,241.812,241.877,241.937,241.992,242.041,242.085,242.122,242.153,242.178,242.196,242.207,242.211,9926.68,19130.7,242.211
1645200,241.356,0.883614,163.11,17961.1,1031.32,721.922,-33283.7,-17961.1,29271.4,83567.3,0.0213712,0.0213982,-3.16483e-05,258.172,-1.23433e-08,239.858,240.647,241.436,242.223,243.01,243.795,244.578,245.359,246.138,246.915,247.69,248.462,249.231,249.998,250.762,251.524,252.284,253.042,253.798,254.554,255.309,256.065,256.822,257.582,258.344,259.111,259.883,260.664,261.452,262.252,263.064,263.891,264.736,265.6,266.486,267.397,268.337,269.307,270.312,271.355,272.44,273.569,274.747,275.977,277.263,278.609,280.018,239.834,239.97,240.102,240.231,240.357,240.479,240.598,240.714,240.827,240.936,241.042,241.144,241.243,241.338,241.429,241.516,241.599,241.678,241.752,241.822,241.887,241.946,242.001,242.05,242.093,242.13,242.161,242.186,242.204,242.215,242.218,10425.3,20091.7,242.218
1648800,241.369,0.883562,166.067,17811.5,1078.76,755.134,-35021.7,-17811.5,29622.6,83567.2,0.0216276,0.0216728,-3.20137e-05,258.601,-1.65008e-08,239.858,240.641,241.423,242.204,242.984,243.764,244.543,245.32,246.097,246.872,247.646,248.419,249.192,249.963,250.734,251.504,252.275,253.047,253.82,254.594,255.372,256.152,256.938,257.729,258.527,259.333,260.15,260.976,261.817,262.672,263.544,264.434,265.347,266.282,267.244,268.234,269.255,270.311,271.403,272.535,273.71,274.93,276.198,277.517,278.89,280.319,281.806,239.834,239.972,240.106,240.237,240.365,240.489,240.609,240.726,240.84,240.95,241.056,241.159,241.258,241.353,241.445,241.532,241.615,241.694,241.768,241.837,241.902,241.961,242.015,242.064,242.107,242.144,242.175,242.2,242.218,242.229,242.232,10890,20987.1,242.232
1652400,241.385,0.883496,169.071,17746.1,1119.38,783.567,-35674.9,-17746.1,29987.6,83567.1,0.0218941,0.0219525,-3.24014e-05,259.064,-1.95345e-08,239.858,240.638,241.417,242.196,242.975,243.754,244.532,245.31,246.088,246.866,247.644,248.423,249.202,249.983,250.765,251.549,252.335,253.125,253.918,254.716,255.519,256.329,257.146,257.972,258.808,259.656,260.516,261.391,262.282,263.191,264.119,265.07,266.044,267.045,268.072,269.131,270.221,271.347,272.508,273.709,274.951,276.235,277.564,278.939,280.361,281.832,283.351,239.834,239.975,240.111,240.244,240.373,240.499,240.621,240.74,240.854,240.965,241.073,241.176,241.276,241.372,241.463,241.551,241.634,241.713,241.787,241.857,241.921,241.981,242.035,242.084,242.127,242.164,242.195,242.219,242.237,242.248,242.252,11289,21756.1,242.252
1656000,241.403,0.883421,171.916,17780.1,1150.4,805.283,-35206.7,-17780.1,30352.4,83567,0.0221604,0.0222261,-3.27853e-05,259.529,-2.12343e-08,239.858,240.639,241.42,242.202,242.983,243.764,244.546,245.329,246.113,246.898,247.684,248.472,249.263,250.057,250.853,251.654,252.459,253.27,254.086,254.91,255.741,256.581,257.432,258.293,259.168,260.055,260.959,261.878,262.816,263.774,264.753,265.755,266.782,267.835,268.916,270.027,271.169,272.344,273.553,274.797,276.077,277.394,278.75,280.143,281.574,283.043,284.549,239.834,239.977,240.116,240.251,240.382,240.51,240.633,240.753,240.869,240.982,241.09,241.195,241.295,241.392,241.484,241.572,241.656,241.735,241.81,241.879,241.944,242.004,242.058,242.107,242.15,242.187,242.218,242.243,242.261,242.271,242.275,11595.1,22346.1,242.275
1659600,241.422,0.883343,174.405,17902,1169.72,818.802,-33649.4,-17902,30682.8,83566.8,0.0224016,0.0224681,-3.31388e-05,259.966,-2.14837e-08,239.858,240.645,241.432,242.219,243.006,243.795,244.585,245.376,246.169,246.965,247.762,248.564,249.369,250.179,250.993,251.813,252.639,253.473,254.313,255.164,256.023,256.894,257.776,258.672,259.58,260.506,261.446,262.406,263.383,264.381,265.4,266.443,267.508,268.6,269.717,270.862,272.034,273.235,274.464,275.724,277.012,278.33,279.676,281.049,282.448,283.872,285.318,239.834,239.979,240.12,240.257,240.39,240.519,240.645,240.766,240.884,240.998,241.108,241.213,241.315,241.412,241.505,241.594,241.679,241.758,241.833,241.904,241.969,242.029,242.083,242.132,242.176,242.213,242.244,242.269,242.287,242.298,242.301,11787.6,22717,242.301
1663200,241.441,0.883266,176.371,18112.6,1176.01,823.206,-31083.4,-18112.6,30965.4,83566.7,0.0226079,0.0226687,-3.34382e-05,260.344,-2.0267e-08,239.859,240.655,241.451,242.247,243.045,243.844,244.645,245.448,246.253,247.062,247.875,248.692,249.514,250.341,251.174,252.014,252.863,253.719,254.584,255.46,256.347,257.245,258.156,259.08,260.02,260.975,261.947,262.936,263.944,264.971,266.018,267.086,268.175,269.287,270.421,271.577,272.757,273.958,275.182,276.427,277.693,278.977,280.278,281.595,282.923,284.261,285.604,239.834,239.981,240.123,240.262,240.397,240.528,240.655,240.778,240.897,241.012,241.123,241.23,241.333,241.432,241.526,241.616,241.701,241.781,241.857,241.928,241.993,242.054,242.109,242.158,242.202,242.24,242.271,242.296,242.314,242.325,242.328,11853.2,22843.5,242.328
1666800,241.457,0.883197,177.682,18390.7,1168.85,818.193,-27718.7,-18390.7,31174.1,83566.6,0.0227603,0.0228094,-3.36629e-05,260.637,-1.76702e-08,239.859,240.667,241.476,242.285,243.095,243.908,244.722,245.539,246.359,247.184,248.012,248.847,249.686,250.532,251.385,252.245,253.114,253.992,254.88,255.779,256.688,257.61,258.544,259.493,260.455,261.433,262.425,263.435,264.46,265.503,266.563,267.641,268.736,269.849,270.979,272.126,273.288,274.466,275.656,276.859,278.072,279.292,280.517,281.743,282.966,284.183,285.389,239.834,239.982,240.126,240.266,240.402,240.534,240.663,240.788,240.908,241.025,241.137,241.245,241.349,241.449,241.544,241.635,241.721,241.802,241.879,241.95,242.016,242.077,242.133,242.183,242.227,242.265,242.296,242.321,242.34,242.351,242.354,11787.6,22717,242.354
1670400,241.471,0.883139,178.252,18720.2,1148.72,804.107,-23754.9,-18720.2,31297.6,83566.5,0.0228505,0.0228825,-3.37976e-05,260.825,-1.38748e-08,239.859,240.682,241.505,242.329,243.154,243.981,244.811,245.644,246.481,247.321,248.167,249.018,249.875,250.739,251.61,252.489,253.377,254.273,255.181,256.097,257.025,257.964,258.916,259.88,260.857,261.846,262.85,263.867,264.898,265.942,267,268.07,269.154,270.248,271.354,272.469,273.592,274.721,275.855,276.99,278.124,279.253,280.375,281.483,282.575,283.645,284.687,239.834,239.982,240.127,240.268,240.405,240.539,240.668,240.794,240.916,241.034,241.147,241.257,241.362,241.462,241.559,241.65,241.737,241.82,241.897,241.969,242.036,242.098,242.154,242.204,242.249,242.287,242.319,242.344,242.363,242.374,242.378,11595.1,22346.1,242.378
1674000,241.482,0.883097,178.046,19075.4,1117.01,781.908,-19491.2,-19075.4,31324.4,83566.3,0.02287,0.0228809,-3.38331e-05,260.896,-9.14355e-09,239.86,240.698,241.537,242.377,243.218,244.061,244.907,245.756,246.608,247.465,248.327,249.195,250.068,250.948,251.835,252.73,253.633,254.545,255.465,256.395,257.335,258.285,259.245,260.216,261.197,262.189,263.191,264.203,265.225,266.257,267.297,268.344,269.398,270.457,271.52,272.585,273.648,274.709,275.765,276.811,277.846,278.864,279.861,280.834,281.776,282.682,283.547,239.834,239.982,240.127,240.268,240.406,240.54,240.671,240.797,240.92,241.039,241.153,241.264,241.37,241.472,241.569,241.661,241.749,241.833,241.911,241.984,242.051,242.114,242.171,242.221,242.266,242.305,242.337,242.363,242.381,242.393,242.397,11289,21756.1,242.397
